"","group","group_name","C_0_3","C_4_3","C_24_3","C_48_3","CEv3_0_3","CEv3_4_3","CEv3_24_3","CEv3_48_3","C_0_2","C_4_2","C_24_2","C_48_2","CEv3_0_2","CEv3_4_2","CEv3_24_2","CEv3_48_2","C_0_1","C_4_1","C_24_1","C_48_1","CEv3_0_1","CEv3_4_1","CEv3_24_1","CEv3_48_1","G12_0_3","G12_4_3","G12_24_3","G12_48_3","G8_0_3","G8_4_3","G8_24_3","G8_48_3","G5_0_3","G5_4_3","G5_24_3","G5_48_3","G1_0_3","G1_4_3","G1_24_3","G1_48_3","E5_0_3","E5_4_3","E5_24_3","E5_48_3","E4_0_3","E4_4_3","E4_24_3","E4_48_3","G12_0_2","G12_4_2","G12_24_2","G12_48_2","G8_0_2","G8_4_2","G8_24_2","G8_48_2","G5_0_2","G5_4_2","G5_24_2","G5_48_2","G1_0_2","G1_4_2","G1_24_2","G1_48_2","E5_0_2","E5_4_2","E5_24_2","E5_48_2","E4_0_2","E4_4_2","E4_24_2","E4_48_2","G12_0_1","G12_4_1","G12_24_1","G12_48_1","G8_0_1","G8_4_1","G8_24_1","G8_48_1","G5_0_1","G5_4_1","G5_24_1","G5_48_1","G1_0_1","G1_4_1","G1_24_1","G1_48_1","E5_0_1","E5_4_1","E5_24_1","E5_48_1","E4_0_1","E4_4_1","E4_24_1","E4_48_1"
"Pfkl",1,NA,14.310879469242,14.7519652795846,14.3842374122405,14.3816966755574,9.92013555204825,10.1975685150551,9.57967570481422,9.65545297471587,10.5949599985118,9.71202919733142,10.3255768864903,9.2111856270966,14.2241616681336,14.2731695425098,14.8453193426363,14.6907673870252,10.2268932287343,10.4476673683569,10.3098870725653,9.19253566707774,12.7038528567068,12.7997848523145,13.6197066635494,13.9055250771979,11.69863283007,12.0085341656897,12.1513766571423,12.633466002998,13.2928820224976,13.1214112052702,13.3149574418961,13.8267562763838,9.98191678195163,9.93684039020781,10.157543214495,9.82030982983397,13.7441298512041,13.6778248918198,13.8122072416805,13.9521676677119,13.5107715208581,13.6663071346821,13.503877101194,13.5976008898578,10.2854608148255,11.4298622476841,10.9278711575472,9.48201164707686,14.0007083140404,14.0906422462046,14.0946853454003,14.1911699246869,15.1744233725281,15.2174860429385,15.1617214342595,15.1831168126981,15.766549130067,15.6134677111212,15.7789484305365,15.6635821478962,9.64651892123277,11.129180535751,9.6713314917688,9.71473060833285,10.970220113757,11.3684029960623,9.98496359914741,10.5281364249213,10.0294801712123,11.0039810351013,10.3741415202136,10.9120483583643,9.80441299077301,10.751916541147,10.672411017736,9.98647869069026,13.6770082186051,13.4932173488594,13.794347519359,13.8169704622081,14.4827614763864,14.571364128062,14.2707972994419,14.6921860557359,10.6102426731356,10.6741067320242,10.4903456016419,10.7383959840808,9.02317834185814,10.8324948550608,10.0116868009246,9.92876729511753,9.99752164542131,9.78499574044708,9.74308425404937,9.78065474575917
"Insr",1,NA,18.6380637074091,18.7069362014984,18.9072403214519,19.0044583593039,18.7682995055793,18.8757112376488,19.3427390303466,19.3363175820924,18.4368246421879,18.6290429553474,18.651727149488,18.5057204111373,18.6887501819971,18.6505618501941,19.0576228474232,19.1159455576404,18.4431333722631,18.5511003188768,18.8239462404874,18.7765888281306,18.7541372950924,18.9608816099218,19.3403832453102,19.1777815824329,18.7596148942571,18.8147668988493,18.8967784407886,19.1770677211208,19.0083656610026,19.0998664810971,19.1795220207701,19.3631109938436,18.6410039436318,18.757462582585,18.8642648753312,18.8347722267615,18.8189972230486,18.9402630469625,19.244940686452,19.4824635887139,18.4579560670785,18.7328289046338,18.9125426603794,19.0547135032851,19.0373504685421,19.1166685114113,19.3132007773806,19.2592278045092,18.8636008931645,19.0738985145303,19.2464684384535,19.6565899250163,19.1193494464782,19.2209664942044,19.2536407666657,19.5593047292023,19.228510493048,19.2943750268573,19.4854160657483,19.2425733400529,18.8759353760471,19.0233473977832,19.1881993412203,19.4215704195331,19.064958167001,19.1580718415021,19.1667095944064,19.3346111941937,19.0266739770189,19.2428266358764,19.4661762895413,19.4514657602628,18.7001207847514,18.8561523596122,18.9364848893512,19.0922518457802,18.80528087383,18.9952374900284,19.024942036857,19.2024247112237,18.7052425451139,18.6531462560776,18.8549079739193,18.7683600140796,18.6334571007822,18.9014030592067,18.9118043625577,19.1222527799572,18.7830677165695,18.8018103795748,19.0792179178967,19.2204532463303,18.7725514017067,18.7571229701287,19.0195949938663,19.0457994612708
"Met",1,NA,17.6935030210965,17.47015899642,17.3144718513052,17.4415998879976,18.8243546491304,18.5467002485834,18.4159876586683,18.4481619147766,17.7099133995089,17.3536710608493,17.2463677687768,17.2010939761347,18.5342679758001,18.0892129563162,18.1008045241352,18.0771153913553,18.2265253627547,17.7791341418239,17.7819292378544,17.7827554617172,18.0483256158493,17.7410155281454,17.9365038890041,18.084561884116,16.9396402647126,16.7963453486607,16.7875422945298,16.6241152573739,17.4599672617524,17.2448061096454,17.1769065485253,17.31457228684,17.2960479282564,17.0711364540121,17.257848247568,16.9923524804395,16.7128917472161,16.4083105000773,16.5141814779614,16.4219575791605,17.2167831162524,16.9092914804411,16.9287494580471,16.8679793118679,17.7417209896934,17.4070523858014,17.5184935231667,17.605203586114,16.6897096426191,16.6377926950848,16.6387155161991,16.6166028760235,17.2176713051008,17.1067905022076,16.9517689662264,16.9476064374998,17.0389406584168,16.6887631590895,17.0231285157962,16.9375537500127,17.0487924236131,16.8658223203424,16.7805001920288,16.833095397602,17.347465634369,17.2399732897012,17.1687638971567,17.2674586084588,16.9410872684309,16.7631274587267,16.8246485558745,16.5821637793494,16.0907438722446,16.095217517889,15.9502296214019,15.8824985635895,16.9337133467405,16.8840270263904,16.9816361973171,17.1448659746701,16.1440754408385,16.0868681257807,15.8064928731045,16.0267653076798,16.7005200133534,16.450424930175,16.4382734190958,16.2646825389293,16.6255147912779,16.1508557813322,16.414087186238,16.2399820927724,17.7733027495608,17.5289251107653,17.5631186484575,17.4693859879454
"Fgfr1",1,NA,16.1109714144513,16.0191032095966,16.2736252914096,16.3114014062979,14.6711263181655,14.5700203883528,14.4788242307143,14.4927379803705,14.2659883607487,14.5215854325109,14.7386383849857,14.8271871905492,14.0244944983856,14.0928031953581,14.086140833939,14.1380496532906,14.8915671529263,14.8549723991533,15.040114030284,15.2052963536433,11.1689871838616,11.3056256101948,11.8829139264883,11.6150951577162,14.5201030536047,14.5688950961636,14.6491150753486,14.4664491666496,14.8479810857698,14.8339575416407,14.7640317957371,14.5217963474522,15.6698981816103,15.8640746936583,15.9552583079357,15.9729476200214,13.0645067453164,13.0738390250468,12.9017501851639,12.6947520351924,14.639229637879,14.6052220224904,14.5721818712782,14.4810445038719,14.1614260298026,14.2480106116232,14.4523611020926,14.1596412991181,13.7041766935777,13.9295997281135,13.8979450458773,13.9380268863613,13.8586615836135,13.9261869230419,13.5995823465976,13.5858140311643,14.8277980627055,14.6079151277283,14.989351912924,14.8071109783308,15.4184817872414,15.4349278480054,15.2338376336809,14.9677503845258,11.2264854991015,11.099654497309,11.1175042017038,10.8870415447485,13.5173304998834,13.8288903881922,13.5382017320623,13.5661775226649,14.2801304858384,14.5083798780505,14.3247954563471,14.358044673217,15.5972976600993,15.5518967835344,15.7029747998741,15.638372354306,15.3084830894439,15.1115801806184,14.9240770728021,15.1886569092561,14.9919849711051,15.0546414276479,15.1145360254107,14.9331926060947,9.51244396650482,10.029359425274,9.11614531989321,11.6363557445378,14.9698694620765,15.0985135216285,15.0796795254238,15.0723869327395
"Rps6ka1",1,NA,18.2275056147492,18.3454447459145,18.1825101857897,18.1392020921456,18.4069654762997,18.348654261313,18.2919738922939,18.4494209311341,18.4013638943787,18.3579820402727,18.2060487325372,18.1668496746004,18.2712645038431,18.2893607630842,18.2662050020966,18.2782142014579,17.4285592477787,17.4085195237189,17.2156642058362,17.1897372955295,18.6237569600093,18.5886605683257,18.8051385069395,18.5062689736579,15.4338084379503,15.3629657346266,15.4707930019988,15.4778311367068,15.9901961550965,16.0977794409927,16.1304069307698,15.84057834856,16.0765504858971,16.1785056007999,16.3420819532107,16.2597184891724,16.5550328973582,16.6238451908484,16.5158520104912,16.570260474333,17.2123100924272,17.1072969840295,17.0906327442989,17.0694762458897,16.5806342900835,16.5114188647849,16.5237310037987,16.6109256525555,16.140875592475,16.1648450715173,16.1250093905963,16.0982432270685,16.8090621469112,16.7348774294817,16.8650340953621,16.7689638480753,14.1490837291341,13.8955990586851,13.9879759606786,13.7710971508113,16.7338920446559,16.7081350360231,16.7458299434645,16.6172793298448,16.636039842347,16.7112550859895,16.7102555732968,16.5797066729156,14.9554882888955,14.6567468461034,14.6710714399443,14.5920731216495,16.3431625434032,16.3927373159513,16.2371040351705,16.2147352553822,16.2899168251143,16.4070066091087,16.4636026492902,16.2674357819297,14.6924522180116,14.480472428499,14.5688781587803,14.3522382331931,16.0567543799653,15.8888672891787,15.8834791867222,15.8811584060001,16.8249324628602,16.6624169443504,16.8321814569264,16.8332211111909,14.4469412971548,14.2942969520077,14.3894148668095,14.3026264817369
"Rps6ka3",1,NA,19.2815407351812,19.1954722354764,19.1332226216539,19.0645487876452,19.0318621291571,18.8694772784505,19.098614005407,19.2165298303396,19.1876402840771,19.0413715270169,19.0419712915572,18.9558601393286,19.5602599293262,19.4250333232384,19.4508771456483,19.663646201759,19.061691800891,19.0356128996711,19.0961655274091,18.9406076065741,19.7846980236253,19.6159204639752,19.9848393599469,19.7347621792587,19.1733893172133,19.1844987514121,19.1284567324014,19.1814203112662,19.2816434539396,19.27426967015,19.3011898117717,19.0032283055957,19.0934937026094,19.2589835847901,19.1370296133217,19.040877928232,19.5378832215572,19.642377174948,19.4624700282778,19.423423580933,19.5615069754778,19.4746535083734,19.4510335358376,19.3900114433725,19.5706244024953,19.6442190075133,19.6495078125154,19.3801457643059,19.3085032476874,19.2484259819574,19.0040299061811,19.0763701391715,19.407112818841,19.3173361150626,19.5365908328709,19.5089845421966,19.6874439754287,19.5285548014052,19.6222485170274,19.3937939966913,19.5906936252495,19.5140375051461,19.6894025320564,19.3312944002664,19.5953582279332,19.7299503330741,19.7408353839392,19.5057331048581,19.0925321482073,19.1793196241806,19.276350345918,19.1654647143106,19.3196073995452,19.3321970376057,19.2510057768621,19.2506743173406,19.3511366616828,19.3195372922924,19.4461145011833,19.2109765472358,19.3976743546078,19.1699836687366,19.3933206900277,19.1874789214702,19.5785760443802,19.4373795805793,19.4508194109192,19.3803719891261,19.753840871235,19.5635482320709,19.8088457033517,19.6335870127832,19.300946395267,19.1741242015341,19.218876328694,19.1953286266128
"Prkca",1,NA,17.5964827075444,17.2005984632996,17.5709584914395,17.3504105160713,15.7792543230133,16.0821049482379,15.6837945339158,15.24451189841,16.887353275825,17.1039974200377,17.195774368656,16.8758732375088,16.0068670653143,15.9297172513582,16.3370748519266,15.8256384846499,17.5121919566787,16.9214237180484,17.5607990343126,17.2063883605358,16.4359215691348,16.5474480344754,16.145839353579,15.8255541430638,17.1249457304186,17.2494262348873,17.3023822397815,17.6768622415993,16.9435046850937,16.9208646356045,17.1970867068719,17.3908046322131,16.5186105114075,16.2379098319719,16.1781016879262,16.9787860316147,17.0274680635507,16.8090556282215,17.196193987829,17.0073856326363,16.7375051473488,17.0341800203889,17.0858433481278,17.0042628630897,17.7806397518073,17.8820320147458,17.9112261515317,18.5022339526514,17.6404741774286,17.6857396380866,17.962767187145,18.3655890880565,17.5105760422902,17.5149448279944,17.7525250628159,17.7392948941677,16.541730078397,17.233246851157,16.6514817768557,17.2890927335405,16.0657045547712,16.296488617916,16.4491981408902,16.6592351024494,16.4815151455282,15.6517870373513,16.0634003429979,16.5608564159209,16.6729963265897,16.5565164052577,16.1580408087106,17.0695082915328,16.6214111780078,16.5886923114418,17.1898821523311,17.1645706560409,16.8387908295099,16.7180044871604,16.8454345031371,16.8066272356686,16.8401040923721,16.957342721477,17.262621271037,17.4407733046739,16.9351094806245,17.0067616674499,17.158341905874,17.0722376627254,16.4860817318661,16.8285231892009,16.2763432798343,16.6615740373091,16.7718955451724,16.6127131763634,17.0416862609735,17.2615661518979
"Fgfr2",1,NA,10.406494016813,10.9424584308962,10.2131438087692,9.50126596619321,10.6506073548018,9.76554326152948,10.2907428052299,10.3736328779936,14.7896944544245,15.0034175085798,14.9098876772195,14.9312091957159,9.81775708680564,10.1894249098245,10.6394737640224,10.245020199288,15.0306326655102,15.2985216246272,15.2036197511367,15.1889093571759,13.7740398032515,14.1460969194247,14.3186012517745,14.4745309117765,10.4369844704034,9.85507406464497,9.84383348445068,10.0096063741454,14.4208018817133,14.3272943361516,14.359134354606,14.3221677866088,14.785103978212,14.8845994250641,14.8865290904664,14.6617746983108,14.7979779836767,14.9835278604468,14.8004569990664,14.5850243536793,10.6289791515947,9.56029443552102,9.51479434795936,9.22482455258464,13.4352088438463,13.5161914218242,13.2223346918676,12.9091050379589,10.2729215102014,10.274957270776,9.35160103438171,9.55403175527336,10.5986857523001,10.6405644403944,10.3321321095452,9.33894856595418,15.0104022684952,14.9535191261776,15.0346855329899,14.7752506842371,13.1717061866357,13.2985100082179,12.9381385733057,12.9370233155392,11.574660190059,11.061290070257,10.1071797439945,10.604735129512,10.8364720414263,10.1169882935871,9.72313141984978,10.588468093402,13.0439344446121,13.0256134543469,13.1985315748747,12.9738812195371,13.3675567534465,13.1295153835837,13.1824955746328,13.0229508762222,14.9904250182818,15.0853492360093,14.7211817951319,14.9215048445406,14.9677219787327,15.1206534857308,14.8648615536166,14.6843773471689,10.9255386492134,10.8077812269897,10.0434326421217,10.64161200869,14.5777018403542,14.5842564654737,14.3961546142611,14.0677596809239
"Clk1",1,NA,11.2309794765765,10.5341197284319,9.44400273709925,9.21875434940197,10.3943532357223,10.7389399585154,9.7907041732867,10.4744339996454,9.96123382791202,9.73879810806126,10.3520271112422,10.2016939391124,10.6374155225697,10.868720159509,10.4238194471653,9.50981517845281,13.8017955332219,14.0522997038258,13.488372362175,13.5986745595565,8.17443971490066,9.20860038068053,8.95723927592448,9.66976920298868,10.0691918799595,9.73529436534237,10.7780317573917,9.3083042058065,10.7916773828486,11.79614909756,10.4459446477725,10.326983137596,10.4403457625176,9.17924238233048,11.1671924511008,9.64484347600001,10.7100559553372,10.4872753510184,9.5956993503378,9.71504929300627,11.3457475757127,10.2025142173946,10.3415153862806,9.75837984962034,10.3230512074696,9.6008119064421,10.44801706444,9.50217871331289,9.01249816419581,11.3110654286687,8.90780866154121,9.36167231046625,10.6688100397417,11.5746875298163,9.1936633181681,10.2276011689498,9.65609590908608,10.6309638439156,10.3098456668877,10.924403138897,10.4937985950366,9.49256164820803,9.94765222216164,10.3310915675887,10.6667108618622,10.9308293424563,12.6430094497873,10.5326502023597,9.90768596119426,10.3459196410132,10.4073775539636,10.2183290031338,9.84956581414062,10.6656729891364,10.4173459261182,9.50622507507729,11.3388168755041,10.7144882294384,11.245692247861,11.3261508902303,11.9806042958316,10.4842732330232,9.75943768240423,10.5505954982209,9.58017196827415,11.1462175716885,11.4600301601966,10.9894495645578,9.21934509012572,10.5331670033917,10.4663504395723,10.1984186630124,9.3395807786221,11.2737412530739,11.0742841196034,10.3469301979317
"Tec",1,NA,9.33699352222312,9.42090139499014,9.92409074751927,10.6596873956829,15.0666827541283,14.9290529853745,15.5071605275071,15.3077831810671,14.7078300070248,14.6579907327975,14.7981070423447,14.9493347665979,13.4056111605608,13.5292516010389,14.0191065718924,13.7033839635508,14.8806383436916,15.0114265761446,14.9108960856909,15.308436137772,13.4739534957238,13.4605800572478,14.068383094122,14.2767401368018,14.7112601847266,14.6558535650798,14.6037663355011,14.3659423538824,13.3498644343847,13.0323026394442,13.089375322778,12.9051971061381,13.9734547569446,14.0289901369515,13.7406575572338,13.9504157835975,10.5863709449739,9.90695651617927,10.1837849083279,9.95809897527337,14.3697535655359,14.3034291666402,14.1796232647161,14.065933450235,10.5542458008251,9.80109760050115,9.50351290311959,9.2836111706559,9.69697055931733,9.79419383407239,8.98281162134379,10.2077080715992,10.7895796493665,9.21124118455162,9.13943198016245,10.4079453930226,10.5707266593246,9.65621080974087,9.71458676233035,10.2739067636554,10.0674644510954,10.2676420815997,9.40107309530539,9.88424989906321,9.27922512102556,10.2306373230605,10.3629360988512,10.9288957797389,10.2165034483906,10.5447291907445,11.0283302887057,10.0465091333193,10.2031280395057,9.85231832637007,9.53301058973072,9.97005680292627,10.5899581729732,10.0234107404531,10.1642838074425,11.1378000481562,9.23010255638938,10.280146409465,10.4571828468982,9.47334950468551,10.5740325337997,9.66772397360803,10.2733160805968,9.8578346518205,10.5042821866854,11.164463432847,10.622559975128,9.97589506911922,9.53314725990386,10.6850494204558,11.1778442525264,9.7429867495402
"Lyn",1,NA,17.7590623593161,17.7941701617368,17.7038335535704,17.7181671211575,18.6517411659165,18.6297683508103,18.7565634243906,18.7278237981003,17.2880507914011,17.1548237079704,17.1519195327127,17.2092960009317,18.5411628345056,18.4919500938549,18.3837994166838,18.3501815833321,17.7607449825722,17.7997839907233,17.6864389241247,17.633063564032,18.1855711088236,18.1831594183522,17.7961644136774,17.5689384315914,17.7474687903628,17.8625329147075,17.901215352844,18.1346298784336,18.1868747986295,18.1432655999734,18.2270573666666,18.1640752281825,18.0338592952018,18.1056134167089,17.8713471168894,18.1815430897824,18.2033344386247,18.3023050362387,18.3229140147027,18.3583056286219,18.222401517069,18.3054638805505,18.2514629946928,18.420804667707,18.168948447444,18.3643963366322,18.5106465412941,18.3721441040131,17.9324992440082,18.0185371404504,17.9611336230285,18.0425660842736,17.7397188277017,17.9125736510442,18.0068700567629,18.0611877147234,18.1775725904907,18.2899492276618,18.2564529579129,18.3092149862787,17.6181926284568,17.7401372011515,17.8857148768353,17.7329501033937,17.7615527642074,17.88875078687,17.9877991324936,17.9703416094114,17.3159799103187,17.5497089277912,17.6691976187006,17.9515727752325,18.3428246687101,18.2898080635654,18.4247214976067,18.5758284822986,17.7085290202318,17.7525571850188,17.8614686964712,17.8098089741856,17.9216861818707,18.0288491457785,18.1193836184123,18.0331378871222,18.2436725837003,18.2548755428857,18.3936426700282,18.3651544877714,18.3346110490194,18.3920722741923,18.2069964946834,18.5825919935917,17.6928413601542,17.5830115750635,17.8543810720774,17.9880128176307
"Acvr2a",1,NA,10.8316521437826,9.99910289434611,10.2944445789701,10.3002280449341,10.0722918317418,10.247376569126,9.43364464659581,10.9064061450713,12.1854643965045,12.0902683599247,12.4863207341074,12.4192491958745,10.680315505801,10.6382160296886,10.3490081719267,11.5515919421324,11.501675134791,11.4152210096154,11.3180324610485,11.6194708077965,12.7094973200141,12.8950003570945,13.3198693388404,14.5217812412425,14.0102666301032,13.9047642772259,14.1868015063754,14.3685147359264,13.7993946087718,13.8409722704379,13.9177200367099,14.1293571087658,9.24337548999872,9.10857029242328,9.81287200287363,8.28977645841618,10.3656027714093,9.30811258612698,9.42968914188422,10.9504246688483,12.3538771105907,12.612580554056,12.9146522423576,12.8143350084148,12.4609608700186,12.3154035331527,12.6241716643836,12.9283536917714,9.33163623078157,9.7193273121976,8.27095091007956,9.86449770878298,9.40385707591381,11.0091205366701,10.129521779874,11.198440626204,9.53394709501447,10.7580063445093,10.5746943922375,10.2812130911635,10.902573150943,9.65542921114467,9.00009209098189,10.2383895394325,12.8080527600485,9.51959268858506,10.0512193784765,10.7865424261501,10.8598071250944,10.3593442825234,10.0801631413977,9.27909923007272,8.8382346600066,10.4695744985307,11.0706004107913,10.2740758592957,13.5058851320639,13.2743051533626,13.5744447037192,13.5098431257724,9.91529799458023,9.62178997820039,9.88514455738798,11.3160976991792,9.94666636093194,11.5840481527416,9.8361328623344,9.8313034948742,13.7275432616646,13.8305412935575,13.7504199945564,14.1715588766297,13.9373803435675,14.0113677778568,14.0304592428696,14.2656047595623
"Camk2b",1,NA,11.2762812006544,11.388383910229,11.5899905879039,12.0030073353382,10.4094379854003,10.6432392673154,10.5839455983724,10.9262858762791,10.6624431930479,10.9833609141805,10.4974517614089,9.91115096791564,11.3170341459958,12.1966015368579,12.4258139932492,11.4929558042968,13.879253770647,13.9249626261138,14.3333414898594,14.6537843785361,9.14068590768956,9.52281340081245,8.09276437517211,8.49793093996298,10.4931445275689,10.111315746084,9.90103932442237,8.20160664912159,11.4590362343246,10.0625880542116,10.3230006871108,9.45932756528295,10.6906212199493,10.6890413952443,11.0034670782051,10.8737287855288,11.7839013345172,10.9053779108527,11.2399936304267,10.3422690068286,10.3699947567346,10.1577127358149,10.4438950074268,10.3704657991741,10.3887022443175,10.4473509695798,9.31070409681998,8.96611127236254,11.2057727715987,11.2400978153459,11.0920221395117,11.5127575111493,9.72651236470021,10.7737336638191,10.7550581954742,10.623332950006,9.30649181440075,9.63902680551774,9.5769970785767,10.1096268532086,9.90335761308424,10.3169592456257,10.1150483474425,10.4330344635897,9.95367878895738,10.3901847391558,10.565321529317,10.5957925049067,10.3687809852486,9.75517747550712,10.581323072077,10.5011016783308,11.0797009635937,11.2155661466088,11.2436112691511,11.3408639908394,10.8518453797864,11.2073541785585,11.5103981511216,9.72666019280574,9.43938246939548,9.74389852606662,9.76762075087442,9.36452853700488,10.9720113893117,11.0345472207466,10.5593405069237,10.6768770473127,10.1268864430938,10.8739041909735,10.1747758202164,10.035872074013,9.58155178326372,10.148694716064,9.60078715764037,9.60112155586447
"Cdk4",1,NA,16.6550697249438,16.8526238629534,16.6635487572688,16.8047074631187,16.293508090859,16.297283694642,16.3993170514116,16.6217694800801,16.7057687106551,16.7006694229564,16.6591613913911,16.9508707456605,16.4913145192076,16.8249041413403,16.4227474658038,16.6498909506928,16.8624590467069,16.9085088573417,16.7102323563058,16.9773985078606,16.2237806897356,16.5441160274097,16.6772507296139,16.8323089725461,16.9035272989401,16.7679204268326,16.8129609718639,16.8154902346519,16.9247699199041,17.1229260209472,17.0550724258762,17.0269385844141,16.8903131730709,16.8625714618105,16.8109286139418,17.0379427535571,16.7396346860511,16.8860065568969,16.6620612885442,16.7952068506824,16.8836931274127,16.80015576497,16.9202587734724,16.850369563212,16.9007569715145,16.9267967794847,17.0701070330034,16.9857429584519,16.6445998946908,16.6889216407731,16.6533289425061,16.6740112411272,16.875553851662,16.8674046211989,16.982286518667,17.101511802997,16.7750722197571,16.8461328369715,16.9206327870251,16.9895899428211,16.9271703745283,17.1652251472923,17.1978129456415,17.1222475751513,16.5742835825596,17.0334167834269,17.0048967953341,16.9822621185582,16.5440048516307,16.8345757556229,17.0787932670594,16.9751054057067,16.625363024458,16.8729669523726,16.7407646633889,16.7369296997795,16.5154796886208,16.6406145695686,16.5352048183608,16.6835310490946,17.3079973940488,17.4134613566951,17.1580667400537,17.3240496301215,16.7084509433538,16.7275870306682,16.7899264593025,16.8676014895278,17.2920151465609,17.3067948103582,17.4740919233096,17.6219715872953,17.0039979420119,17.0439994952033,17.1815063722648,17.0985460190566
"Akt1",1,NA,16.1936181884753,16.2990399207769,16.328465010625,16.3948577129714,14.1244771400363,14.2689741722683,14.2338484893685,14.4655765033001,14.640328707846,14.6415330495752,14.7981070423447,14.8336340504115,13.8839161111449,14.2083509962532,14.4114108017459,14.5198382591959,14.5958302158318,14.7408506808447,14.7218126463963,14.6373845529036,10.2646622820353,10.4050255443102,10.6547945113368,10.6953409951056,10.7461709601986,10.430860290285,10.6589746144809,10.6173157268893,13.7879390124897,13.7220746340122,13.8736565669546,14.0376586410594,13.4094983070947,13.6037233390882,13.9138685649642,13.7853212441438,9.97067052801548,9.71473938732067,10.2624149669196,11.0356683632377,13.9005687034997,14.0337253809375,14.1847220951039,13.9831970387431,14.9968840410427,15.1370000429821,14.9532770489644,15.101949589352,11.2647060755423,11.1495299309146,11.0285767998826,10.7916010161823,16.1264075766037,16.1362211581152,16.1568125340428,15.9453151496505,15.9315314404058,15.9738419906211,16.0489241187099,15.8475619826613,15.3681432971058,15.2834970318948,15.3044424151345,15.3880295709643,14.6081309260284,14.4453312871102,14.6668010441959,14.6406700308618,15.3971537890419,15.1752847089423,15.5422772930124,15.1088173455271,15.3674372465599,15.5480341104956,15.4507573025583,15.4043817438484,15.7830162750978,15.740998489975,15.7916183464194,15.8303168537518,14.1036383859131,13.7119865191785,13.8331308062752,13.9102549738129,15.5522458639308,15.6757614354894,15.9544044320099,15.8537243381267,10.5468388692283,10.212413462929,10.2063014319201,8.93839143622147,11.5901387642806,12.1126746802507,11.8763888402397,12.2940954671968
"Map2k1",1,NA,18.3311816544573,17.9867089295263,18.2661748854291,17.7589705080697,14.9254600280066,15.0178589340942,14.2588429519056,14.4498229346686,17.9910095867401,18.0568828457155,18.3280161013269,18.1370550775938,18.1622202714103,18.0653399150636,17.8738864064876,17.5826850092554,17.2673100389767,16.66681299845,16.8510134818731,16.6455040411091,17.9847834338319,17.8933802379075,17.0140809051725,16.712443236753,17.3180945104664,17.0358673842133,17.1479528982849,17.3307538832816,16.9019603591648,17.1565851888168,17.2558002894697,16.9809789476707,17.1667111048137,16.8251431075104,16.2859370642983,17.3101978556521,18.147585494158,18.2196082291715,18.2153078275605,18.2679783529832,17.1674879829349,16.9362408620796,17.0052195188862,16.9344442192684,17.7388377890537,17.6354713352926,17.4515948729228,17.5657702980079,17.1803500216992,17.2270490464431,17.2460891088926,17.2323223860298,17.5212900790794,17.4946892640716,17.727655589878,17.8483361861947,17.1550482172916,17.9995275423853,16.9804958166644,17.6999873839233,16.6339752271198,16.8766392759504,17.3059267473954,17.1564956807618,17.3557093077028,17.074884497806,17.5738392265725,17.4984827339322,17.3544961844255,17.2836583646101,17.2774952243867,17.3507801357469,17.4647050296434,17.6136020732681,17.5759885034076,17.5419126522007,17.2684516929432,17.1913415352765,17.3457868341468,17.2634523077614,17.7136457038231,17.4155386622343,17.7530756379916,17.5387500125833,17.1675338652579,17.2271726192808,17.4567715625931,17.5001164008487,17.517188049886,17.6219086619958,16.9771222401542,17.7194785358637,18.0355910277253,18.0869983928851,18.1215030789798,18.163213260041
"Ptk2",1,NA,19.1654303935761,19.186680041144,19.5589399387674,19.4580696088793,19.8508660641263,19.8573157371875,20.1200018828433,19.9309149835972,19.4774156390171,19.5450139337747,19.8524455344165,19.6687442007524,19.4369858487236,19.2457139385932,19.4355056228802,19.3690778352301,19.4955575847313,19.5575882701435,19.7842249874446,19.7421264404261,19.7985792608113,19.6554801633864,19.8338363308544,19.8370780754982,19.1866342131847,19.4481898064485,19.3149956114894,19.4384482684674,19.1374345939339,19.1122120004531,18.9930050977565,18.7770931268118,18.8578673623942,19.2452188675254,18.8098377779276,18.8629188743405,19.1981888704496,19.2634010208289,19.1760112538445,18.9940743335526,19.2480341573861,19.1970899676913,19.0808334345167,19.0998989114879,19.3366181380429,19.5013899609479,19.5996166189207,19.293708172239,19.1747278030079,19.0464944739245,18.9340082661908,19.0627341006424,18.9574504400558,18.9456057761597,19.059566289124,18.9848184527408,19.6922566899501,19.5252115435612,19.7501409838178,19.5478631899923,19.35821272444,19.3388709723628,19.4368322805529,19.1116572094373,19.0831372343368,19.1291339907535,19.0810523558057,18.8278213672433,19.0249010077546,19.204220641257,19.2328854982391,19.2272041058445,19.2886751410021,19.1480136917859,19.0169067287547,19.1723494918262,18.8764951751177,18.7768091660265,18.8838925015548,18.7997169719461,19.1407410571504,19.1532240403768,19.316986754886,19.0809941946605,19.1292470533067,18.9407921470538,19.1081867812986,18.9823506920357,19.2141664934732,19.2956144300998,19.3617901640287,19.2237777279968,19.1896593417426,18.9877510876006,19.1275510405395,19.0584644300078
